profile_pic,username_num_ratio,username_is_numeric,fullname_words,fullname_num_ratio,is_name_number_only,name_equals_username,followers,follows,followers_to_follows_ratio,fake
1,0.22131503446507791,0,1,0.0,0,0,502,512,0.9785575048732943,0
1,0.0734951416967012,0,2,0.0,0,0,51,100,0.504950495049505,0
1,0.0,0,1,0.0,0,0,3775,1170,3.223740392826644,0
1,0.025603946181141764,0,1,0.0,0,0,91,46,1.9361702127659575,0
1,0.0,0,2,0.0,0,0,1005,1017,0.9872298624754421,0
1,0.0,0,2,0.0,0,0,1126,216,5.188940092165899,0
1,0.28849481896565604,0,1,0.0,0,0,824,663,1.2409638554216869,0
1,0.0,0,2,0.0,0,0,542039,673,804.2121661721068,0
1,0.0,0,3,0.0,0,0,1344,6896,0.1948673336233145,0
1,0.0,0,1,0.0,0,0,278,371,0.7473118279569892,0
1,0.11168947739255065,0,0,0.0,0,0,320,185,1.7204301075268817,0
1,0.17011931575682765,0,2,0.0,0,0,5731,269,21.225925925925925,0
1,0.0,0,1,0.0,0,0,1294,921,1.403470715835141,0
1,0.0,0,1,0.0,0,0,1055,1940,0.5435342606903658,0
1,0.017788110375666216,0,2,0.0,0,0,3442,228,15.030567685589519,0
1,0.10539541388273727,0,2,0.0,0,0,2925,5668,0.5159640148174282,0
1,0.0,0,2,0.0,0,0,185,229,0.8043478260869565,0
1,0.0,0,2,0.0,0,0,539,638,0.8435054773082942,0
1,0.0,0,2,0.0,0,0,695,410,1.6909975669099757,0
1,0.13446078200281755,0,1,0.0,0,0,64,102,0.6213592233009708,0
1,0.0,0,1,0.0,0,0,22,20,1.0476190476190477,0
1,0.0,0,0,0.0,0,0,147,380,0.3858267716535433,0
1,0.0,0,1,0.0,0,0,337,337,0.9970414201183432,0
1,0.0,0,2,0.0,0,0,177,246,0.7165991902834008,0
1,0.07456133967042354,0,1,0.0,0,0,70,263,0.26515151515151514,0
1,0.0,0,3,0.0,0,0,538,685,0.7842565597667639,0
1,0.0,0,0,0.0,0,0,1074,460,2.3297180043383947,0
1,0.0,0,2,0.0,0,0,22703,3898,5.822775070530906,0
1,0.0,0,1,0.0,0,0,130,96,1.3402061855670102,0
1,0.0,0,2,0.0,0,0,49062,866,56.588235294117645,0
1,0.0,0,1,0.0,0,0,894,542,1.6464088397790055,0
1,0.0,0,0,0.0,0,0,320,567,0.5633802816901409,0
1,0.0,0,1,0.0,0,0,695,1055,0.6581439393939394,0
1,0.0,0,1,0.0,0,0,302,409,0.7365853658536585,0
1,0.013581089660489156,0,2,0.0,0,0,408,405,1.0049261083743843,0
1,0.13144430647622626,0,1,0.0,0,0,11673,309,37.65483870967742,0
1,0.06017875554247629,0,1,0.0,0,0,137,81,1.670731707317073,0
1,0.15903648388764152,0,1,0.0,0,0,1152,615,1.87012987012987,0
1,0.027007319424315918,0,2,0.0,0,0,3739,1643,2.274330900243309,0
1,0.0,0,1,0.0,0,0,1016,656,1.5464231354642313,0
1,0.15830259759610446,0,0,0.0,0,0,1195,2097,0.5695900857959962,0
1,0.0,0,1,0.1546655482125405,0,0,1708,990,1.7235116044399597,0
1,0.017803259809288305,0,1,0.0,0,0,705,590,1.1928934010152283,0
1,0.0,0,2,0.0,0,0,600,988,0.6066734074823054,0
1,0.20549426637731152,0,3,0.0,0,0,219,288,0.7577854671280276,0
1,0.0,0,2,0.0,0,0,1406,2867,0.4902370990237099,0
1,0.2371770252504254,0,1,0.11258772685377674,0,0,1705,780,2.183098591549296,0
1,0.0,0,2,0.0,0,0,29,19,1.45,0
1,0.10232507420341226,0,2,0.0,0,0,261,334,0.7791044776119403,0
1,0.09588354738206749,0,0,0.0,0,0,978,963,1.0145228215767634,0
1,0.0,0,0,0.0,0,0,979,547,1.7864963503649636,0
1,0.010773073590070641,0,2,0.0,0,0,380,461,0.8225108225108225,0
1,0.0,0,5,0.0,0,0,538,657,0.817629179331307,0
1,0.0,0,2,0.0,0,0,415,285,1.451048951048951,0
1,0.07798864333781819,0,2,0.0,0,0,344,424,0.8094117647058824,0
1,0.0,0,2,0.0,0,0,706,671,1.0505952380952381,0
1,0.0,0,1,0.0,0,0,5317,574,9.246956521739131,0
1,0.0,0,2,0.0,0,0,2372,801,2.9576059850374063,0
1,0.0,0,2,0.0,0,0,44746,2915,15.344993141289438,0
1,0.0,0,0,0.0,0,0,1842,2711,0.6792035398230089,0
1,0.2373063480756552,0,4,0.0,0,0,210,293,0.7142857142857143,0
1,0.03626142857628765,0,2,0.0,0,0,754,406,1.8525798525798525,0
1,0.0,0,2,0.0,0,0,1012,112,8.955752212389381,0
1,0.011416169562282724,0,0,0.0,0,0,1946,2763,0.7040520984081042,0
1,0.0,0,1,0.0,0,0,31,31,0.96875,0
1,0.0,0,1,0.0,0,0,339,338,1.0,0
1,0.21106983518863504,0,1,0.0,0,0,809,701,1.1524216524216524,0
1,0.0,0,1,0.0,0,0,270,370,0.7277628032345014,0
1,0.0,0,2,0.0,0,0,1224,314,3.8857142857142857,0
1,0.0,0,1,0.0,0,0,515,465,1.1051502145922747,0
1,0.0,0,1,0.1560560538275986,0,0,1949,1012,1.9239881539980257,0
1,0.004686309271923039,0,1,0.0,0,0,564,469,1.2,0
1,0.0,0,1,0.0,0,0,1112,843,1.3175355450236967,0
1,0.0,0,2,0.0,0,0,2576,631,4.075949367088608,0
1,0.0,0,0,0.0,0,0,163,375,0.43351063829787234,0
1,0.2112514877025147,0,1,0.13443276490160028,0,0,604,431,1.3981481481481481,0
1,0.0,0,2,0.0,0,0,546,3354,0.16274217585692996,0
1,0.0,0,0,0.0,0,0,314,1304,0.24061302681992336,0
1,0.0,0,1,0.0,0,0,105,126,0.8267716535433071,0
1,0.10540573078089797,0,1,0.0,0,0,291,329,0.8818181818181818,0
1,0.13589290953729172,0,2,0.0,0,0,1539,615,2.4983766233766236,0
1,0.09394875259813676,0,1,0.0,0,0,163,189,0.8578947368421053,0
1,0.0,0,2,0.0,0,0,8593689,161,53047.46296296296,0
1,0.0901147998819395,0,2,0.0,0,0,35,87,0.3977272727272727,0
1,0.07364386057121253,0,2,0.0,0,0,6158024,1171,5254.286689419795,0
1,0.0,0,1,0.0,0,0,115,203,0.5637254901960784,0
1,0.0,0,1,0.0,0,0,948,579,1.6344827586206896,0
1,0.03000292713485775,0,2,0.0,0,0,300,207,1.4423076923076923,0
1,0.0,0,2,0.0,0,0,356404,492,722.9290060851927,0
1,0.0,0,1,0.0,0,0,440,859,0.5116279069767442,0
1,0.0,0,1,0.0,0,0,3182,840,3.7835909631391202,0
1,0.0,0,2,0.0,0,0,162,271,0.5955882352941176,0
1,0.0,0,1,0.0,0,0,1275,905,1.4072847682119205,0
1,0.13583615526471504,0,1,0.0,0,0,536,484,1.1051546391752578,0
1,0.01681922516943761,0,1,0.0,0,0,11205,3672,3.0506398039749523,0
1,0.0,0,2,0.0,0,0,2612,474,5.498947368421053,0
1,0.0,0,1,0.0,0,0,392,500,0.782435129740519,0
1,0.0,0,0,0.0,0,0,571,581,0.9810996563573883,0
1,0.06758955284747009,0,2,0.0,0,0,7714,232,33.107296137339056,0
1,0.015526127215914926,0,0,0.0,0,0,1990,2781,0.715312724658519,0
1,0.12521940909932247,0,1,0.0,0,0,8793,330,26.564954682779454,0
1,0.03508851176473897,0,2,0.0,0,0,1208,336,3.5845697329376853,0
1,0.0,0,1,0.0,0,0,1100,1873,0.5869797225186766,0
1,0.14648380214672135,0,0,0.0,0,0,970,952,1.0178384050367262,0
1,0.0,0,2,0.0,0,0,10122,1228,8.235964198535395,0
1,0.0,0,2,0.0,0,0,25163,5600,4.492590608819854,0
1,0.0,0,4,0.0,0,0,49095,725,67.62396694214875,0
1,0.0,0,1,0.0,0,0,3586,184,19.383783783783784,0
1,0.0,0,2,0.0,0,0,131,176,0.7401129943502824,0
1,0.2847505659610961,0,2,0.0,0,0,396,453,0.8722466960352423,0
1,0.0,0,1,0.0,0,0,34638,1875,18.463752665245202,0
1,0.0,0,2,0.0,0,0,33684,1464,22.99249146757679,0
1,0.0,0,2,0.0,0,0,734,1060,0.6918001885014138,0
1,0.014601145516085311,0,0,0.0,0,0,1484,668,2.218236173393124,0
1,0.0,0,2,0.0,0,0,156,118,1.3109243697478992,0
1,0.0,0,1,0.0,0,0,1216,943,1.2881355932203389,0
1,0.11698683895525155,0,2,0.0,0,0,1253,478,2.615866388308977,0
1,0.020302654256116593,0,2,0.10892582495120913,0,0,7092,705,10.045325779036828,0
1,0.0,0,2,0.0,0,0,85,56,1.4912280701754386,0
1,0.0,0,2,0.0,0,0,155,191,0.8072916666666666,0
1,0.0,0,2,0.0,0,0,218,263,0.8257575757575758,0
1,0.0,0,1,0.0,0,0,4896,557,8.774193548387096,0
1,0.0,0,1,0.0,0,0,602,1040,0.5782901056676273,0
1,0.0,0,2,0.0,0,0,173,247,0.6975806451612904,0
1,0.0742815586950114,0,1,0.0,0,0,85,166,0.5089820359281437,0
1,0.1938288525015189,0,2,0.0,0,0,1528,1152,1.3252385082393756,0
1,0.06010348467881682,0,1,0.0,0,0,1092,667,1.6347305389221556,0
1,0.042545155543155244,0,1,0.0,0,0,748,344,2.1681159420289857,0
1,0.0,0,1,0.0,0,0,301,394,0.7620253164556962,0
1,0.0,0,1,0.0,0,0,130,224,0.5777777777777777,0
1,0.0,0,2,0.0,0,0,1928,2535,0.7602523659305994,0
1,0.0,0,1,0.0,0,0,696,1401,0.4964336661911555,0
1,0.0,0,2,0.0,0,0,3697,539,6.8462962962962965,0
1,0.0,0,1,0.0,0,0,759,1118,0.67828418230563,0
1,0.16920305174648925,0,3,0.0,0,0,187,308,0.6051779935275081,0
1,0.02564734011817635,0,2,0.0,0,0,376,466,0.8051391862955032,0
1,0.09069894186130933,0,2,0.0,0,0,1296,408,3.1687041564792175,0
1,0.0,0,2,0.0,0,0,2667,576,4.622183708838821,0
1,0.030511762632404085,0,1,0.0,0,0,110,113,0.9649122807017544,0
1,0.0,0,1,0.0,0,0,842,509,1.6509803921568627,0
1,0.0,0,1,0.0,0,0,719,1421,0.5056258790436006,0
1,0.0,0,1,0.0,0,0,331,330,1.0,0
1,0.0,0,0,0.0,0,0,1307,854,1.528654970760234,0
1,0.09722311425525924,0,1,0.0540128412529218,0,0,737,1008,0.7304261645193261,0
1,0.0,0,1,0.0,0,0,862,521,1.6513409961685823,0
1,0.0,0,1,0.0,0,0,105,130,0.8015267175572519,0
1,0.030991406853492744,0,2,0.0,0,0,415,403,1.0272277227722773,0
1,0.022223814468907865,0,0,0.0,0,0,1037,534,1.9383177570093457,0
1,0.0,0,2,0.009313757367772903,0,0,7023,325,21.542944785276074,0
1,0.0,0,4,0.0,0,0,537,650,0.8248847926267281,0
1,0.013825750508170462,0,1,0.0,0,0,107,98,1.0808080808080809,0
1,0.1254171325771896,0,2,0.0,0,0,1242,540,2.2957486136783736,0
1,0.0,0,2,0.0,0,0,105467,255,411.98046875,0
1,0.20320092535466416,0,0,0.0,0,0,286,330,0.8640483383685801,0
1,0.0,0,1,0.0,0,0,665,975,0.6813524590163934,0
1,0.0,0,0,0.0,0,0,1027,2259,0.45442477876106196,0
1,0.0,0,2,0.0,0,0,10121,1070,9.450046685340803,0
1,0.0,0,2,0.0,0,0,217,74,2.8933333333333335,0
1,0.055507850201138284,0,1,0.0,0,0,9400,799,11.75,0
1,0.0,0,0,0.0,0,0,876460,26,32461.48148148148,0
1,0.07859484506905826,0,1,0.0,0,0,120,190,0.6282722513089005,0
1,0.1261950237295977,0,0,0.0,0,0,1527,2436,0.6265900697578991,0
1,0.040934510926520944,0,2,0.0,0,0,385,447,0.859375,0
1,0.0,0,1,0.0,0,0,23121,897,25.747216035634743,0
1,0.0,0,0,0.0,0,0,1010,526,1.9165085388994307,0
1,0.11038612962906708,0,2,0.0,0,0,1266,483,2.615702479338843,0
1,0.0,0,1,0.0,0,0,625,589,1.0593220338983051,0
1,0.0,0,2,0.0,0,0,203,345,0.5867052023121387,0
1,0.0,0,2,0.0,0,0,213,267,0.7947761194029851,0
1,0.0,0,2,0.0,0,0,33941,2417,14.036807278742762,0
1,0.0847139489693785,0,2,0.0,0,0,164,92,1.7634408602150538,0
1,0.0,0,1,0.0,0,0,1004,551,1.818840579710145,0
1,0.24409977490595605,0,2,0.0,0,0,171,171,0.9941860465116279,0
1,0.07835638227731159,0,2,0.0,0,0,408,396,1.0277078085642317,0
1,0.0,0,0,0.0,0,0,283,1341,0.21087928464977646,0
1,0.1165696373605921,0,2,0.0,0,0,100,126,0.7874015748031497,0
1,0.0,0,0,0.0,0,0,2684,582,4.60377358490566,0
1,0.0,0,2,0.0,0,0,373,361,1.0303867403314917,0
1,0.0,0,1,0.0,0,0,181,391,0.461734693877551,0
1,0.15555797152849132,0,2,0.0,0,0,46,84,0.5411764705882353,0
1,0.0,0,1,0.0,0,0,135,181,0.7417582417582418,0
1,0.0,0,2,0.0,0,0,3543,345,10.239884393063583,0
1,0.0,0,2,0.0,0,0,457,627,0.7277070063694268,0
1,0.0,0,2,0.0,0,0,207,71,2.875,0
1,0.028188563496315662,0,2,0.0,0,0,1197,328,3.6382978723404253,0
1,0.0,0,2,0.0,0,0,30637,1412,21.68223637650389,0
1,0.0,0,1,0.0,0,0,307,396,0.7732997481108312,0
1,0.15038644254881897,0,1,0.0,0,0,11490,237,48.27731092436975,0
1,0.0,0,2,0.0,0,0,3723,953,3.90251572327044,0
1,0.0,0,2,0.0,0,0,169,225,0.7477876106194691,0
1,0.04885404844823268,0,1,0.0,0,0,73,52,1.3773584905660377,0
1,0.0,0,1,0.0,0,0,1781,539,3.2981481481481483,0
1,0.027342528174859913,0,1,0.0,0,0,112,449,0.24888888888888888,0
1,0.0,0,2,0.0,0,0,11303,1081,10.446395563770794,0
1,0.0,0,1,0.0,0,0,18943,720,26.273231622746184,0
1,0.0,0,2,0.0,0,0,2437,407,5.973039215686274,0
1,0.002633206169047664,0,2,0.0,0,0,287,226,1.2643171806167401,0
1,0.0,0,2,0.0,0,0,2446,398,6.130325814536341,0
1,0.0,0,2,0.0,0,0,2571,733,3.502724795640327,0
1,0.0,0,1,0.0,0,0,915,557,1.6397849462365592,0
1,0.0,0,2,0.0,0,0,664,444,1.4921348314606742,0
1,0.0,0,1,0.0,0,0,19036,699,27.194285714285716,0
1,0.0,0,0,0.0,0,0,2591,996,2.5987963891675023,0
1,0.0,0,1,0.0,0,0,782123,79,9776.5375,0
1,0.0,0,2,0.0,0,0,43256,3449,12.537971014492754,0
1,0.0,0,0,0.0,0,0,335,553,0.6046931407942239,0
1,0.0,0,1,0.0,0,0,147,173,0.8448275862068966,0
1,0.0,0,1,0.0,0,0,19121,680,28.077826725403817,0
1,0.0,0,2,0.0,0,0,228,237,0.957983193277311,0
1,0.06795828066692691,0,2,0.0,0,0,358,432,0.8267898383371824,0
1,0.0,0,3,0.0,0,0,40960,3860,10.608650608650608,0
1,0.055973430860640654,0,0,0.0,0,0,1010,987,1.0222672064777327,0
1,0.0,0,1,0.0,0,0,434,1249,0.3472,0
1,0.05596084915196541,0,1,0.0,0,0,831,149,5.54,0
1,0.0,0,1,0.0,0,0,173,167,1.0297619047619047,0
1,0.0,0,2,0.0,0,0,726,643,1.1273291925465838,0
1,0.09690550966374883,0,3,0.0,0,0,245,334,0.7313432835820896,0
1,0.09372174378975817,0,3,0.0,0,0,750,535,1.3992537313432836,0
1,0.0,0,0,0.0,0,0,193,410,0.46958637469586373,0
1,0.0,0,1,0.0,0,0,693,656,1.0547945205479452,0
1,0.0,0,0,0.0,0,0,870405,23,36266.875,0
1,0.0,0,10,0.0,0,0,950,1179,0.8050847457627118,0
1,0.0,0,2,0.0,0,0,693,647,1.0694444444444444,0
1,0.0,0,0,0.0,0,0,287,371,0.771505376344086,0
1,0.15704473687491524,0,2,0.0,0,0,944,931,1.0128755364806867,0
1,0.0075963126579706945,0,1,0.0,0,0,110,180,0.6077348066298343,0
1,0.0745860038627012,0,1,0.0,0,0,153,97,1.5612244897959184,0
1,0.0,0,2,0.0,0,0,5337,623,8.552884615384615,0
1,0.0,0,1,0.0,0,0,2258,157,14.291139240506329,0
1,0.0,0,2,0.0,0,0,129,122,1.048780487804878,0
1,0.0,0,1,0.0,0,0,728,1204,0.604149377593361,0
1,0.0,0,2,0.0,0,0,12917,795,16.227386934673365,0
1,0.0,0,1,0.0,0,0,164,164,0.9939393939393939,0
1,0.19939206744469976,0,4,0.0,0,0,4115,3427,1.2004084014002334,0
1,0.06036969772788735,0,2,0.0,0,0,365,436,0.8352402745995423,0
1,0.02419579826315039,0,2,0.0,0,0,402,456,0.8796498905908097,0
1,0.0,0,2,0.0,0,0,128,176,0.7231638418079096,0
1,0.0,0,1,0.0,0,0,117,206,0.5652173913043478,0
1,0.18569486067737195,0,0,0.0,0,0,266,300,0.8837209302325582,0
1,0.0,0,0,0.0,0,0,831,1679,0.49464285714285716,0
1,0.0,0,0,0.0,0,0,1021,518,1.9672447013487475,0
1,0.10574339108743822,0,2,0.0,0,0,72,109,0.6545454545454545,0
1,0.044945256463526304,0,1,0.0,0,0,88,43,2.0,0
1,0.0,0,2,0.0,0,0,805,3599,0.22361111111111112,0
1,4.652460432670591E-4,0,1,0.0,0,0,134,232,0.575107296137339,0
1,0.010704882396110539,0,1,0.0,0,0,97,176,0.5480225988700564,0
1,0.0,0,1,0.0,0,0,18,19,0.9,0
1,0.0,0,2,0.0,0,0,396,427,0.9252336448598131,0
1,0.089530473708563,0,2,0.0,0,0,1309,1197,1.0926544240400669,0
1,0.0,0,3,0.0,0,0,538,645,0.8328173374613003,0
1,0.0,0,3,0.0,0,0,110,371,0.2956989247311828,0
1,0.1339114382811082,0,2,0.0,0,0,398,251,1.5793650793650793,0
1,0.14538149255093283,0,1,0.0,0,0,1197,629,1.9,0
1,0.0,0,2,0.0,0,0,467,315,1.4778481012658229,0
1,0.0,0,2,0.0,0,0,7411,302,24.458745874587457,0
1,0.0,0,2,0.0,0,0,530643,626,846.3205741626795,0
1,0.0030549457093379975,0,2,0.0,0,0,216,75,2.8421052631578947,0
1,0.04862163139013709,0,1,0.0,0,0,710,580,1.2220309810671257,0
1,0.14655988393966193,0,0,0.0,0,0,148,448,0.32962138084632514,0
1,0.0,0,0,0.0,0,0,2750,599,4.583333333333333,0
1,0.23774136344557098,0,1,0.0,0,0,515,496,1.0362173038229376,0
1,0.0,0,2,0.0,0,0,1889,2344,0.805543710021322,0
1,0.07207617873780178,0,1,0.0,0,0,1051,1040,1.0096061479346783,0
1,0.0,0,1,0.0,0,0,642,710,0.9029535864978903,0
1,0.0,0,1,0.0,0,0,676,1003,0.6733067729083665,0
1,0.0,0,2,0.0,0,0,708,425,1.6619718309859155,0
1,0.0,0,2,0.0,0,0,177,170,1.0350877192982457,0
1,0.0,0,1,0.0,0,0,329,335,0.9791666666666666,0
1,0.0,0,1,0.0,0,0,119,111,1.0625,0
1,0.0,0,8,0.0,0,0,985,1161,0.8476764199655766,0
1,0.0,0,2,0.0,0,0,2433,422,5.75177304964539,0
1,0.0,0,2,0.0,0,0,541051,673,802.7462908011869,0
1,0.2530145776838746,0,0,0.0,0,0,1004,962,1.0425752855659398,0
1,0.0,0,2,0.0,0,0,1716,1675,1.0238663484486874,0
1,0.08901014882529341,0,1,0.0,0,0,69,31,2.15625,0
1,0.0,0,1,0.0,0,0,128,236,0.540084388185654,0
1,0.0,0,0,0.0,0,0,171,377,0.4523809523809524,0
1,0.0,0,1,0.0,0,0,63,111,0.5625,0
1,0.0,0,2,0.0,0,0,7805372,9,780537.2,0
1,0.0,0,1,0.0,0,0,2641,756,3.488771466314399,0
1,0.0,0,2,0.0,0,0,417,478,0.8705636743215032,0
1,0.0,0,7,0.0,0,0,69441,247,280.0040322580645,0
1,0.0,0,1,0.0,0,0,1124,1854,0.6059299191374663,0
1,0.1307522024796199,0,1,0.0,0,0,928,545,1.6996336996336996,0
1,0.0,0,2,0.0,0,0,814,4842,0.1680776378277927,0
1,0.0,0,1,0.0,0,0,907,107,8.398148148148149,0
1,0.0,0,1,0.0,0,0,1246,1194,1.0426778242677823,0
1,0.0,0,1,0.0,0,0,2155,1097,1.9626593806921675,0
1,0.0,0,0,0.0,0,0,4258,399,10.645,0
1,0.0,0,2,0.0,0,0,616,1364,0.4512820512820513,0
1,0.0,0,2,0.0,0,0,2694,560,4.802139037433155,0
1,0.046956610422429886,0,2,0.0,0,0,1373,477,2.8723849372384938,0
1,0.08548034871153398,0,2,0.0,0,0,163,93,1.7340425531914894,0
1,0.0,0,2,0.0,0,0,696,677,1.0265486725663717,0
1,0.0,0,2,0.0,0,0,50630,776,65.16087516087516,0
1,0.0,0,2,0.0,0,0,1728,1511,1.1428571428571428,0
1,0.0,0,1,0.0,0,0,1177,1857,0.6334768568353067,0
1,0.0,0,1,0.0,0,0,1110,2574,0.43106796116504853,0
0,0.0,0,1,0.0,0,0,497,1170,0.42442356959863364,0
1,0.0,0,1,0.0,0,0,799,154,5.15483870967742,0
1,0.0,0,2,0.0,0,0,155,190,0.8115183246073299,0
1,0.0,0,2,0.0,0,0,203,269,0.7518518518518519,0
1,0.14053068685370237,0,2,0.0,0,0,397,249,1.588,0
1,0.0,0,1,0.07730646574289018,0,0,454,412,1.099273607748184,0
1,0.0,0,2,0.0,0,0,1366,1300,1.0499615680245964,0
1,0.329282429814801,0,2,0.0,0,0,781,472,1.6511627906976745,0
1,0.10796871800320292,0,2,0.0,0,0,363,481,0.7531120331950207,0
0,0.0,0,0,0.0,0,0,638,1021,0.62426614481409,0
1,0.0,0,2,0.0214281610028888,0,0,5729,619,9.240322580645161,0
1,0.044534265196490445,0,1,0.0,0,0,113,110,1.018018018018018,0
1,0.0,0,2,0.0,0,0,157,171,0.9127906976744186,0
1,0.2066435707205207,0,0,0.0,0,0,980,998,0.980980980980981,0
1,0.0,0,1,0.0,0,0,143,239,0.5958333333333333,0
1,0.07810328691620301,0,1,0.0,0,0,74,43,1.6818181818181819,0
1,0.0,0,2,0.0,0,0,44455,3020,14.715326050976499,0
1,0.0,0,3,0.0,0,0,504,682,0.7379209370424598,0
1,0.0837976116721529,0,2,0.0,0,0,94,127,0.734375,0
1,0.0,0,2,0.0,0,0,162,216,0.7465437788018433,0
1,0.033393413673938485,0,4,0.0,0,0,325117,65,4926.015151515152,0
0,0.0,0,1,0.0,0,0,244,339,0.7176470588235294,0
1,0.173290475144236,0,1,0.0,0,0,166,163,1.0121951219512195,0
1,0.08972517475475766,0,0,0.0,0,0,127,103,1.2211538461538463,0
1,0.0,0,2,0.0,0,0,2675,503,5.307539682539683,0
1,0.0,0,1,0.0,0,0,2002,299,6.673333333333333,0
1,0.0,0,2,0.0,0,0,190,180,1.0497237569060773,0
1,0.0,0,0,0.0,0,0,1265,2955,0.42794316644113667,0
1,0.0,0,1,0.0,0,0,2078,348,5.954154727793696,0
1,0.20448506864521357,0,0,0.0,0,0,124,448,0.27616926503340755,0
1,0.0,0,2,0.0,0,0,725,415,1.7427884615384615,0
1,0.0,0,2,0.015591590944284155,0,0,8516,399,21.29,0
1,0.0,0,2,0.0,0,0,104,109,0.9454545454545454,0
1,0.013345201825091316,0,0,0.013345201825091316,0,0,1680,2972,0.5650857719475277,0
1,0.0,0,3,0.0,0,0,440,278,1.5770609318996416,0
1,0.0,0,1,0.0,0,0,702,604,1.1603305785123967,0
1,0.0,0,1,0.0,0,0,663,1023,0.6474609375,0
1,0.06353770255972635,0,3,0.0,0,0,774,520,1.4856046065259116,0
1,0.0,0,2,0.0,0,0,281,547,0.5127737226277372,0
1,0.0,0,2,0.0,0,0,710030,399,1775.075,0
1,0.05659822337035579,0,0,0.0,0,0,992,976,1.015353121801433,0
1,0.09301709654384246,0,0,0.0,0,0,131,99,1.31,0
1,0.2448321236976873,0,1,0.0,0,0,170,166,1.0179640718562875,0
1,0.07324152253535664,0,2,0.0,0,0,187,65,2.8333333333333335,0
1,0.0,0,1,0.0,0,0,391,494,0.7898989898989899,0
1,0.0,0,1,0.0,0,0,398,297,1.3355704697986577,0
1,0.0,0,1,0.0,0,0,105,97,1.0714285714285714,0
1,0.2738054115707205,0,1,0.07773402446054134,0,0,502,481,1.04149377593361,0
1,0.0,0,1,0.0,0,0,35,21,1.5909090909090908,0
1,0.0,0,1,0.0,0,0,106,250,0.42231075697211157,0
1,0.05484903904331935,0,2,0.0,0,0,371,471,0.7860169491525424,0
1,0.0,0,2,0.0,0,0,493,997,0.4939879759519038,0
1,0.0,0,1,0.0,0,0,133,96,1.3711340206185567,0
1,0.059828495940685095,0,2,0.0,0,0,350529,113,3074.815789473684,0
1,0.0,0,2,0.0,0,0,91904,212,431.47417840375584,0
1,0.052403226898834414,0,1,0.0,0,0,134,97,1.3673469387755102,0
1,0.08773820513121991,0,1,0.0,0,0,1568,1834,0.8544959128065395,0
1,5.186252998106266E-4,0,1,0.0,0,0,12939,811,15.93472906403941,0
1,0.0,0,2,0.0,0,0,36993,1687,21.915284360189574,0
1,0.0,0,1,0.0,0,0,1203,1158,1.0379637618636757,0
1,0.0,0,1,0.0,0,0,103,178,0.5754189944134078,0
1,0.0,0,0,0.0,0,0,871,1146,0.7593722755013078,0
1,0.0,0,0,0.0,0,0,306,375,0.8138297872340425,0
1,0.24106379911640077,0,0,0.0,0,0,263,332,0.7897897897897898,0
1,0.0,0,0,0.0,0,0,309,390,0.7902813299232737,0
1,0.028526316621200393,0,2,0.0,0,0,406,403,1.004950495049505,0
1,0.0,0,1,0.0,0,0,511,582,0.8765008576329331,0
1,0.012572426899222623,0,1,0.0,0,0,206,78,2.607594936708861,0
1,0.0,0,4,0.0,0,0,537,674,0.7955555555555556,0
1,0.0,0,2,0.0,0,0,799,1156,0.6905790838375108,0
1,0.0,0,1,0.0,0,0,151,127,1.1796875,0
1,0.0,0,1,0.0,0,0,115,97,1.1734693877551021,0
1,0.05791752553747222,0,0,0.0,0,0,117,99,1.17,0
1,0.0,0,1,0.0,0,0,167,164,1.0121212121212122,0
1,0.31580770588391,0,1,0.0,0,0,807,678,1.1885125184094256,0
1,0.0,0,2,0.0,0,0,64819,357,181.0586592178771,0
1,0.0,0,2,0.0,0,0,2413,349,6.894285714285714,0
1,0.06256122679463738,0,2,0.0,0,0,894,72,12.246575342465754,0
1,0.0866769117054149,0,0,0.0,0,0,79,36,2.135135135135135,0
1,0.0,0,1,0.0,0,0,5186,628,8.24483306836248,0
1,0.0,0,2,0.0,0,0,199,193,1.0257731958762886,0
1,0.0,0,5,0.0,0,0,339902,2,113300.66666666667,0
1,0.0,0,2,0.0,0,0,763,669,1.1388059701492537,0
1,0.0,0,0,0.0,0,0,561,597,0.9381270903010034,0
1,0.0,0,1,0.0,0,0,193,393,0.48984771573604063,0
1,0.0,0,1,0.0,0,0,269,370,0.7250673854447439,0
1,0.0,0,2,0.0,0,0,539,655,0.8216463414634146,0
1,0.0,0,1,0.0,0,0,120,177,0.6741573033707865,0
1,0.0,0,1,0.0,0,0,196,344,0.5681159420289855,0
1,0.01712941724889061,0,2,0.0,0,0,104,102,1.0097087378640777,0
1,0.1133325454706146,0,0,0.0,0,0,78,33,2.2941176470588234,0
1,0.0,0,1,0.0,0,0,421,310,1.3536977491961415,0
1,0.0,0,2,0.0,0,0,256,351,0.7272727272727273,0
1,0.0,0,1,0.0,0,0,1057,1055,1.0009469696969697,0
1,0.0,0,2,0.0,0,0,484,1187,0.4074074074074074,0
1,0.0,0,1,0.0,0,0,33,34,0.9428571428571428,0
1,0.040274878227608925,0,1,0.0,0,0,160,87,1.8181818181818181,0
1,0.0,0,2,0.0,0,0,403,404,0.9950617283950617,0
1,0.0,0,1,0.0,0,0,105,110,0.9459459459459459,0
1,0.055160047620766484,0,2,0.0,0,0,1352,630,2.1426307448494453,0
1,0.019991310978040928,0,1,0.0,0,0,92,47,1.9166666666666667,0
